city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Hockinson,Hockinson,WA,Washington,53011,Clark,45.7302,-122.4833,6159,172,shape,FALSE,FALSE,America/Los_Angeles,3,98606,1840017399
Manchester,Manchester,WA,Washington,53035,Kitsap,47.5519,-122.5517,6050,799,shape,FALSE,FALSE,America/Los_Angeles,3,98366,1840017336
Otis Orchards-East Farms,Otis Orchards-East Farms,WA,Washington,53063,Spokane,47.703,-117.0854,5968,286,shape,FALSE,TRUE,America/Los_Angeles,3,99025 99027,1840037126
Woods Creek,Woods Creek,WA,Washington,53061,Snohomish,47.8822,-121.8981,5922,162,shape,FALSE,FALSE,America/Los_Angeles,3,98272,1840037864
Country Homes,Country Homes,WA,Washington,53063,Spokane,47.7479,-117.4199,5877,1358,shape,FALSE,FALSE,America/Los_Angeles,3,99208 99251 99218,1840017334
Finley,Finley,WA,Washington,53005,Benton,46.1697,-119.0447,5858,195,shape,FALSE,FALSE,America/Los_Angeles,3,99337,1840017380
West Clarkston-Highland,West Clarkston-Highland,WA,Washington,53003,Asotin,46.4017,-117.0624,5791,796,shape,FALSE,TRUE,America/Los_Angeles,3,99403,1840074702
Connell,Connell,WA,Washington,53021,Franklin,46.6622,-118.8405,5518,277,shape,FALSE,TRUE,America/Los_Angeles,3,99326,1840018479
Tracyton,Tracyton,WA,Washington,53035,Kitsap,47.6094,-122.6533,5494,1106,shape,FALSE,FALSE,America/Los_Angeles,3,98310 98311,1840018408
Blaine,Blaine,WA,Washington,53073,Whatcom,48.9839,-122.7414,5427,375,shape,FALSE,TRUE,America/Los_Angeles,3,98230,1840018347
Town and Country,Town and Country,WA,Washington,53063,Spokane,47.7259,-117.422,5402,1737,shape,FALSE,FALSE,America/Los_Angeles,3,99208,1840037888
Cavalero,Cavalero,WA,Washington,53061,Snohomish,47.9875,-122.0748,5395,1519,shape,FALSE,TRUE,America/Los_Angeles,3,98258,1840041913
Sultan,Sultan,WA,Washington,53061,Snohomish,47.871,-121.8043,5330,628,shape,FALSE,TRUE,America/Los_Angeles,3,98294,1840021080
Suncrest,Suncrest,WA,Washington,53065,Stevens,47.8297,-117.6056,5263,206,shape,FALSE,FALSE,America/Los_Angeles,3,99026,1840147394
Chain Lake,Chain Lake,WA,Washington,53061,Snohomish,47.9028,-121.985,5237,185,shape,FALSE,TRUE,America/Los_Angeles,4,98290 98272,1840041915
Maplewood,Maplewood,WA,Washington,53053,Pierce,47.3715,-122.5689,5135,239,shape,FALSE,FALSE,America/Los_Angeles,3,98332,1840037569
East Port Orchard,East Port Orchard,WA,Washington,53035,Kitsap,47.5194,-122.6183,5069,1267,shape,FALSE,FALSE,America/Los_Angeles,3,98366,1840037838
Mattawa,Mattawa,WA,Washington,53025,Grant,46.737,-119.9043,5040,2110,shape,FALSE,TRUE,America/Los_Angeles,2,99349,1840022292
Wapato,Wapato,WA,Washington,53077,Yakima,46.4437,-120.4215,5018,1676,shape,FALSE,TRUE,America/Los_Angeles,3,98951,1840021153
Buckley,Buckley,WA,Washington,53053,Pierce,47.1615,-122.02,4960,496,shape,FALSE,TRUE,America/Los_Angeles,3,98321,1840018455
Medical Lake,Medical Lake,WA,Washington,53063,Spokane,47.5712,-117.6893,4950,567,shape,FALSE,TRUE,America/Los_Angeles,3,99022,1840019804
Rochester,Rochester,WA,Washington,53067,Thurston,46.8198,-123.0636,4854,221,shape,FALSE,FALSE,America/Los_Angeles,3,98579,1840018459
Prairie Heights,Prairie Heights,WA,Washington,53053,Pierce,47.1529,-122.1048,4810,496,shape,FALSE,TRUE,America/Los_Angeles,3,98321,1840042027
Omak,Omak,WA,Washington,53047,Okanogan,48.4229,-119.5159,4801,480,shape,FALSE,TRUE,America/Los_Angeles,3,98841,1840019761
Colville,Colville,WA,Washington,53065,Stevens,48.5454,-117.8985,4786,599,shape,FALSE,TRUE,America/Los_Angeles,3,99114,1840018361
Black Diamond,Black Diamond,WA,Washington,53033,King,47.313,-122.0181,4703,277,shape,FALSE,TRUE,America/Los_Angeles,3,98010,1840018418
Moses Lake North,Moses Lake North,WA,Washington,53025,Grant,47.1949,-119.3178,4664,313,shape,FALSE,TRUE,America/Los_Angeles,3,98837,1840074436
Lake Goodwin,Lake Goodwin,WA,Washington,53061,Snohomish,48.1343,-122.2785,4613,317,shape,FALSE,FALSE,America/Los_Angeles,3,98223 98292 98271,1840037872
Longbranch,Longbranch,WA,Washington,53053,Pierce,47.2257,-122.7739,4568,88,shape,FALSE,FALSE,America/Los_Angeles,3,98349 98351,1840023835
Belfair,Belfair,WA,Washington,53045,Mason,47.4495,-122.8487,4557,238,shape,FALSE,FALSE,America/Los_Angeles,3,98528,1840025252
Wauna,Wauna,WA,Washington,53053,Pierce,47.386,-122.6695,4509,276,shape,FALSE,FALSE,America/Los_Angeles,3,98329,1840023842
Esperance,Esperance,WA,Washington,53061,Snohomish,47.7937,-122.3469,4410,2351,shape,FALSE,FALSE,America/Los_Angeles,2,98026,1840037867
Rosedale,Rosedale,WA,Washington,53053,Pierce,47.3452,-122.6369,4389,373,shape,FALSE,FALSE,America/Los_Angeles,3,98332,1840023839
Longview Heights,Longview Heights,WA,Washington,53015,Cowlitz,46.1794,-122.9568,4388,407,shape,FALSE,FALSE,America/Los_Angeles,3,98632,1840037874
Suquamish,Suquamish,WA,Washington,53035,Kitsap,47.7238,-122.583,4327,244,shape,FALSE,FALSE,America/Los_Angeles,3,98392 98370,1840018411
Deer Park,Deer Park,WA,Washington,53063,Spokane,47.9642,-117.4398,4209,235,shape,FALSE,TRUE,America/Los_Angeles,3,99006,1840018400
Boulevard Park,Boulevard Park,WA,Washington,53033,King,47.5137,-122.316,4197,1379,shape,FALSE,FALSE,America/Los_Angeles,3,98108 98168,1840037519
Bethel,Bethel,WA,Washington,53035,Kitsap,47.4874,-122.6175,4182,510,shape,FALSE,FALSE,America/Los_Angeles,3,98367,1840023792
Chelan,Chelan,WA,Washington,53007,Chelan,47.8415,-120.0262,4174,240,shape,FALSE,TRUE,America/Los_Angeles,3,98816,1840018369
Tehaleh,Tehaleh,WA,Washington,53053,Pierce,47.1165,-122.1824,4152,183,shape,FALSE,FALSE,America/Los_Angeles,4,98391,1840153145
Moxee,Moxee,WA,Washington,53077,Yakima,46.564,-120.3966,4111,670,shape,FALSE,TRUE,America/Los_Angeles,3,98936 98901,1840037381
Mirrormont,Mirrormont,WA,Washington,53033,King,47.4616,-121.9937,4102,152,shape,FALSE,FALSE,America/Los_Angeles,3,98027 98038,1840037876
Montesano,Montesano,WA,Washington,53027,Grays Harbor,47.0102,-123.5857,4002,148,shape,FALSE,TRUE,America/Los_Angeles,3,98563,1840019847
Venersborg,Venersborg,WA,Washington,53011,Clark,45.786,-122.4721,3973,141,shape,FALSE,FALSE,America/Los_Angeles,3,98604,1840018521
Granite Falls,Granite Falls,WA,Washington,53061,Snohomish,48.0874,-121.9706,3961,697,shape,FALSE,TRUE,America/Los_Angeles,3,98252,1840019787
Grand Mound,Grand Mound,WA,Washington,53067,Thurston,46.8018,-123.0118,3957,368,shape,FALSE,FALSE,America/Los_Angeles,3,98579 98531,1840017366
Forks,Forks,WA,Washington,53009,Clallam,47.9527,-124.3903,3864,362,shape,FALSE,TRUE,America/Los_Angeles,3,98331,1840019781
Hansville,Hansville,WA,Washington,53035,Kitsap,47.8979,-122.5579,3858,140,shape,FALSE,FALSE,America/Los_Angeles,3,98340 98346,1840023796
Clearview,Clearview,WA,Washington,53061,Snohomish,47.8292,-122.1451,3847,320,shape,FALSE,FALSE,America/Los_Angeles,3,98296 98072 98012,1840023773
Granger,Granger,WA,Washington,53077,Yakima,46.3454,-120.1925,3806,850,shape,FALSE,TRUE,America/Los_Angeles,3,98932,1840019872
Lexington,Lexington,WA,Washington,53015,Cowlitz,46.1899,-122.9125,3785,1091,shape,FALSE,FALSE,America/Los_Angeles,3,98626,1840037677
Larch Way,Larch Way,WA,Washington,53061,Snohomish,47.8429,-122.2528,3770,1307,shape,FALSE,TRUE,America/Los_Angeles,3,98087 98037,1840041976
Sunnyslope,Sunnyslope,WA,Washington,53007,Chelan,47.4913,-120.3493,3761,181,shape,FALSE,FALSE,America/Los_Angeles,3,98801,1840136960
North Yelm,North Yelm,WA,Washington,53067,Thurston,46.9648,-122.6027,3738,436,shape,FALSE,FALSE,America/Los_Angeles,3,98597,1840037880
Ahtanum,Ahtanum,WA,Washington,53077,Yakima,46.5573,-120.6138,3701,178,shape,FALSE,FALSE,America/Los_Angeles,3,98903 98908,1840017368
Key Center,Key Center,WA,Washington,53053,Pierce,47.3376,-122.7506,3631,95,shape,FALSE,FALSE,America/Los_Angeles,3,98349 98329 98394,1840023833
Fox Island,Fox Island,WA,Washington,53053,Pierce,47.2477,-122.6256,3613,268,shape,FALSE,FALSE,America/Los_Angeles,3,98333,1840037870
Goldendale,Goldendale,WA,Washington,53039,Klickitat,45.8192,-120.8233,3612,471,shape,FALSE,TRUE,America/Los_Angeles,3,98620,1840019911
Indianola,Indianola,WA,Washington,53035,Kitsap,47.7564,-122.5158,3564,261,shape,FALSE,FALSE,America/Los_Angeles,3,98342 98346 98370,1840017337
Maple Heights-Lake Desire,Maple Heights-Lake Desire,WA,Washington,53033,King,47.4441,-122.0972,3544,336,shape,FALSE,TRUE,America/Los_Angeles,3,98058,1840073925
Burbank,Burbank,WA,Washington,53071,Walla Walla,46.2016,-118.9891,3522,174,shape,FALSE,FALSE,America/Los_Angeles,3,99323,1840017383
Bunk Foss,Bunk Foss,WA,Washington,53061,Snohomish,47.9618,-122.0944,3488,346,shape,FALSE,TRUE,America/Los_Angeles,3,98258 98290,1840041912
Fairchild AFB,Fairchild AFB,WA,Washington,53063,Spokane,47.6187,-117.6484,3464,201,shape,TRUE,TRUE,America/Los_Angeles,3,99011,1840073916
Marietta-Alderwood,Marietta-Alderwood,WA,Washington,53073,Whatcom,48.7934,-122.5573,3463,229,shape,FALSE,TRUE,America/Los_Angeles,3,98225 98226,1840073928
Central Park,Central Park,WA,Washington,53027,Grays Harbor,46.9705,-123.7018,3442,377,shape,FALSE,FALSE,America/Los_Angeles,3,98520,1840017358
Benton City,Benton City,WA,Washington,53005,Benton,46.2622,-119.4812,3422,535,shape,FALSE,TRUE,America/Los_Angeles,3,99320,1840018480
Three Lakes,Three Lakes,WA,Washington,53061,Snohomish,47.942,-121.9924,3411,112,shape,FALSE,FALSE,America/Los_Angeles,3,98290,1840018375
Clyde Hill,Clyde Hill,WA,Washington,53033,King,47.6304,-122.218,3360,1229,shape,FALSE,TRUE,America/Los_Angeles,3,98004,1840018413
Port Angeles East,Port Angeles East,WA,Washington,53009,Clallam,48.1041,-123.3694,3339,341,shape,FALSE,TRUE,America/Los_Angeles,3,98362,1840074570
La Center,La Center,WA,Washington,53011,Clark,45.8601,-122.6756,3338,497,shape,FALSE,TRUE,America/Los_Angeles,3,98642 98629,1840019910
Lake Holm,Lake Holm,WA,Washington,53033,King,47.2985,-122.1335,3332,153,shape,FALSE,TRUE,America/Los_Angeles,4,98092,1840041966
Port Hadlock-Irondale,Port Hadlock-Irondale,WA,Washington,53031,Jefferson,48.0316,-122.789,3329,192,shape,FALSE,TRUE,America/Los_Angeles,4,98325 98368 98339,1840074571
Elma,Elma,WA,Washington,53027,Grays Harbor,47.0055,-123.4112,3299,499,shape,FALSE,TRUE,America/Los_Angeles,3,98541,1840019844
Medina,Medina,WA,Washington,53033,King,47.6273,-122.2427,3283,883,shape,FALSE,TRUE,America/Los_Angeles,3,98039,1840019829
McChord AFB,McChord AFB,WA,Washington,53053,Pierce,47.133,-122.4923,3268,214,shape,TRUE,TRUE,America/Los_Angeles,3,98439 98438,1840073929
Cascade Valley,Cascade Valley,WA,Washington,53025,Grant,47.1417,-119.326,3234,336,shape,FALSE,FALSE,America/Los_Angeles,3,98837,1840037865
Canyon Creek,Canyon Creek,WA,Washington,53061,Snohomish,48.1157,-121.9832,3218,203,shape,FALSE,TRUE,America/Los_Angeles,3,98223 98252,1840074181
Algona,Algona,WA,Washington,53033,King,47.282,-122.2504,3207,958,shape,FALSE,TRUE,America/Los_Angeles,3,98001,1840018415
Peaceful Valley,Peaceful Valley,WA,Washington,53073,Whatcom,48.9507,-122.1484,3187,491,shape,FALSE,FALSE,America/Los_Angeles,3,98266,1840037896
Chico,Chico,WA,Washington,53035,Kitsap,47.6226,-122.7193,3184,509,shape,FALSE,FALSE,America/Los_Angeles,3,98312 98383,1840037630
Meadowdale,Meadowdale,WA,Washington,53061,Snohomish,47.8583,-122.316,3162,1144,shape,FALSE,FALSE,America/Los_Angeles,3,98026,1840023774
Cashmere,Cashmere,WA,Washington,53007,Chelan,47.5175,-120.467,3148,1044,shape,FALSE,TRUE,America/Los_Angeles,3,98815,1840018368
Zillah,Zillah,WA,Washington,53077,Yakima,46.4084,-120.2727,3137,665,shape,FALSE,TRUE,America/Los_Angeles,3,98953,1840021155
Canterwood,Canterwood,WA,Washington,53053,Pierce,47.3765,-122.6021,3070,553,shape,FALSE,FALSE,America/Los_Angeles,3,98332,1840037842
High Bridge,High Bridge,WA,Washington,53061,Snohomish,47.7968,-122.0281,3065,169,shape,FALSE,TRUE,America/Los_Angeles,4,98296 98272,1840041937
Sisco Heights,Sisco Heights,WA,Washington,53061,Snohomish,48.118,-122.1112,3041,85,shape,FALSE,FALSE,America/Los_Angeles,3,98223,1840037510
Eatonville,Eatonville,WA,Washington,53053,Pierce,46.8682,-122.2697,3007,635,shape,FALSE,TRUE,America/Los_Angeles,3,98328,1840021131
Gleed,Gleed,WA,Washington,53077,Yakima,46.6594,-120.6025,3006,214,shape,FALSE,FALSE,America/Los_Angeles,3,98937 98908,1840017370
Lochsloy,Lochsloy,WA,Washington,53061,Snohomish,48.0598,-122.0411,2991,154,shape,FALSE,FALSE,America/Los_Angeles,3,98258,1840037500
Navy Yard City,Navy Yard City,WA,Washington,53035,Kitsap,47.5508,-122.6655,2973,1869,shape,FALSE,FALSE,America/Los_Angeles,3,98312,1840018407
Raymond,Raymond,WA,Washington,53049,Pacific,46.6839,-123.738,2970,280,shape,FALSE,TRUE,America/Los_Angeles,3,98577,1840019881
Port Ludlow,Port Ludlow,WA,Washington,53031,Jefferson,47.9101,-122.7006,2940,98,shape,FALSE,FALSE,America/Los_Angeles,3,98365,1840018388
Warm Beach,Warm Beach,WA,Washington,53061,Snohomish,48.1665,-122.3448,2934,259,shape,FALSE,FALSE,America/Los_Angeles,3,98292,1840018377
Castle Rock,Castle Rock,WA,Washington,53015,Cowlitz,46.2708,-122.905,2917,537,shape,FALSE,TRUE,America/Los_Angeles,3,98611,1840018501
Colfax,Colfax,WA,Washington,53075,Whitman,46.9029,-117.34,2879,294,shape,FALSE,TRUE,America/Los_Angeles,3,99111,1840018458
Lake Cassidy,Lake Cassidy,WA,Washington,53061,Snohomish,48.0639,-122.092,2854,104,shape,FALSE,TRUE,America/Los_Angeles,4,98258 98270,1840041959
Kingston,Kingston,WA,Washington,53035,Kitsap,47.7927,-122.5078,2836,519,shape,FALSE,FALSE,America/Los_Angeles,3,98346,1840017338
Carson,Carson,WA,Washington,53059,Skamania,45.7354,-121.8219,2800,225,shape,FALSE,FALSE,America/Los_Angeles,3,98610,1840017391
Meadow Glade,Meadow Glade,WA,Washington,53011,Clark,45.7524,-122.5615,2774,294,shape,FALSE,FALSE,America/Los_Angeles,3,98604,1840018517
Everson,Everson,WA,Washington,53073,Whatcom,48.9125,-122.3507,2773,795,shape,FALSE,TRUE,America/Los_Angeles,3,98247,1840019750
Warden,Warden,WA,Washington,53025,Grant,46.9672,-119.0523,2773,364,shape,FALSE,TRUE,America/Los_Angeles,3,98857,1840021103
Brush Prairie,Brush Prairie,WA,Washington,53011,Clark,45.725,-122.5483,2721,136,shape,FALSE,FALSE,America/Los_Angeles,3,98606 98662,1840017398
Desert Aire,Desert Aire,WA,Washington,53025,Grant,46.6873,-119.931,2716,308,shape,FALSE,FALSE,America/Los_Angeles,3,99349,1840037611
Kalama,Kalama,WA,Washington,53015,Cowlitz,46.0164,-122.8402,2708,292,shape,FALSE,TRUE,America/Los_Angeles,3,98625,1840018502
Alderton,Alderton,WA,Washington,53053,Pierce,47.1728,-122.2209,2695,181,shape,FALSE,FALSE,America/Los_Angeles,3,98390 98391 98374 98372,1840037523
Cle Elum,Cle Elum,WA,Washington,53037,Kittitas,47.1943,-120.9539,2662,228,shape,FALSE,TRUE,America/Los_Angeles,3,98922,1840018440
Chewelah,Chewelah,WA,Washington,53065,Stevens,48.293,-117.7336,2645,345,shape,FALSE,TRUE,America/Los_Angeles,3,99109,1840018360
Dayton,Dayton,WA,Washington,53013,Columbia,46.3168,-117.9767,2620,702,shape,FALSE,TRUE,America/Los_Angeles,3,99328,1840018486
Rainier,Rainier,WA,Washington,53067,Thurston,46.8917,-122.6866,2603,578,shape,FALSE,TRUE,America/Los_Angeles,3,98576,1840021147
White Salmon,White Salmon,WA,Washington,53039,Klickitat,45.7283,-121.4853,2601,652,shape,FALSE,TRUE,America/Los_Angeles,3,98672,1840021191
Geneva,Geneva,WA,Washington,53073,Whatcom,48.7446,-122.4043,2596,728,shape,FALSE,FALSE,America/Los_Angeles,3,98229,1840017291
Okanogan,Okanogan,WA,Washington,53047,Okanogan,48.3673,-119.578,2585,496,shape,FALSE,TRUE,America/Los_Angeles,3,98840,1840019760
Fords Prairie,Fords Prairie,WA,Washington,53041,Lewis,46.7459,-123.003,2582,267,shape,FALSE,FALSE,America/Los_Angeles,3,98531,1840017377
Bridgeport,Bridgeport,WA,Washington,53017,Douglas,48.0069,-119.6726,2574,926,shape,FALSE,TRUE,America/Los_Angeles,3,98813,1840018387
Fobes Hill,Fobes Hill,WA,Washington,53061,Snohomish,47.9392,-122.1341,2564,212,shape,FALSE,FALSE,America/Los_Angeles,3,98290,1840037736
Riverbend,Riverbend,WA,Washington,53033,King,47.4653,-121.7493,2521,326,shape,FALSE,FALSE,America/Los_Angeles,3,98045,1840037860
Burley,Burley,WA,Washington,53035,Kitsap,47.4166,-122.6377,2515,204,shape,FALSE,FALSE,America/Los_Angeles,3,98359 98367,1840023793
Allyn,Allyn,WA,Washington,53045,Mason,47.3863,-122.8386,2504,605,shape,FALSE,FALSE,America/Los_Angeles,3,98524,1840025251
Leavenworth,Leavenworth,WA,Washington,53007,Chelan,47.5952,-120.6628,2489,661,shape,FALSE,TRUE,America/Los_Angeles,3,98826,1840019778
Arlington Heights,Arlington Heights,WA,Washington,53061,Snohomish,48.2119,-122.063,2463,113,shape,FALSE,FALSE,America/Los_Angeles,3,98223,1840037743
Walla Walla East,Walla Walla East,WA,Washington,53071,Walla Walla,46.046,-118.3033,2459,412,shape,FALSE,TRUE,America/Los_Angeles,3,99362,1840074693
Friday Harbor,Friday Harbor,WA,Washington,53055,San Juan,48.5324,-123.0657,2406,425,shape,FALSE,TRUE,America/Los_Angeles,3,98250,1840021065
Stansberry Lake,Stansberry Lake,WA,Washington,53053,Pierce,47.3814,-122.7153,2389,446,shape,FALSE,TRUE,America/Los_Angeles,3,98329,1840042090
Shadow Lake,Shadow Lake,WA,Washington,53033,King,47.4017,-122.0763,2385,177,shape,FALSE,TRUE,America/Los_Angeles,4,98058 98038 98042,1840042051
Royal City,Royal City,WA,Washington,53025,Grant,46.9018,-119.6205,2384,790,shape,FALSE,TRUE,America/Los_Angeles,3,99357,1840019816
Whidbey Island Station,Whidbey Island Station,WA,Washington,53029,Island,48.3387,-122.6616,2375,139,shape,TRUE,TRUE,America/Los_Angeles,4,98277 98278,1840073897
Fall City,Fall City,WA,Washington,53033,King,47.5717,-121.9133,2357,320,shape,FALSE,FALSE,America/Los_Angeles,3,98024,1840017342
Brewster,Brewster,WA,Washington,53047,Okanogan,48.1015,-119.7762,2323,778,shape,FALSE,TRUE,America/Los_Angeles,3,98812,1840018359
Southworth,Southworth,WA,Washington,53035,Kitsap,47.5125,-122.5298,2300,263,shape,FALSE,FALSE,America/Los_Angeles,3,98366,1840023800
Cathcart,Cathcart,WA,Washington,53061,Snohomish,47.8526,-122.1058,2278,227,shape,FALSE,FALSE,America/Los_Angeles,3,98296,1840017324
Big Lake,Big Lake,WA,Washington,53057,Skagit,48.389,-122.2435,2251,113,shape,FALSE,FALSE,America/Los_Angeles,3,98274,1840017313
Westport,Westport,WA,Washington,53027,Grays Harbor,46.8917,-124.1118,2200,230,shape,FALSE,TRUE,America/Los_Angeles,3,98595,1840021124
Mabton,Mabton,WA,Washington,53077,Yakima,46.2116,-119.9938,2192,1004,shape,FALSE,TRUE,America/Los_Angeles,3,98935,1840019873
Lewisville,Lewisville,WA,Washington,53011,Clark,45.8128,-122.5143,2166,154,shape,FALSE,FALSE,America/Los_Angeles,3,98604,1840037855
Carnation,Carnation,WA,Washington,53033,King,47.6443,-121.904,2165,721,shape,FALSE,TRUE,America/Los_Angeles,3,98014,1840018421
Bryant,Bryant,WA,Washington,53061,Snohomish,48.24,-122.1638,2142,134,shape,FALSE,FALSE,America/Los_Angeles,3,98223,1840023772
Lofall,Lofall,WA,Washington,53035,Kitsap,47.8114,-122.6563,2119,409,shape,FALSE,FALSE,America/Los_Angeles,3,98370,1840023798
McCleary,McCleary,WA,Washington,53027,Grays Harbor,47.0584,-123.2723,2057,387,shape,FALSE,TRUE,America/Los_Angeles,3,98557,1840019846
Tieton,Tieton,WA,Washington,53077,Yakima,46.7027,-120.756,2053,917,shape,FALSE,TRUE,America/Los_Angeles,3,98947,1840022319
Newport,Newport,WA,Washington,53051,Pend Oreille,48.1781,-117.0546,2010,528,shape,FALSE,TRUE,America/Los_Angeles,3,99156,1840019765
Gold Bar,Gold Bar,WA,Washington,53061,Snohomish,47.8563,-121.6921,1995,727,shape,FALSE,TRUE,America/Los_Angeles,3,98251,1840019786
Enetai,Enetai,WA,Washington,53035,Kitsap,47.5885,-122.6054,1993,735,shape,FALSE,FALSE,America/Los_Angeles,3,98310,1840023794
Fern Prairie,Fern Prairie,WA,Washington,53011,Clark,45.637,-122.3963,1989,153,shape,FALSE,FALSE,America/Los_Angeles,3,98607,1840023890
Ocean Park,Ocean Park,WA,Washington,53049,Pacific,46.4961,-124.0443,1980,252,shape,FALSE,FALSE,America/Los_Angeles,3,98640,1840018468
North Puyallup,North Puyallup,WA,Washington,53053,Pierce,47.2015,-122.2742,1970,724,shape,FALSE,FALSE,America/Los_Angeles,3,98372,1840037690
Cosmopolis,Cosmopolis,WA,Washington,53027,Grays Harbor,46.954,-123.7726,1968,545,shape,FALSE,TRUE,America/Los_Angeles,3,98520 98563 98537,1840018448
South Creek,South Creek,WA,Washington,53053,Pierce,46.9994,-122.392,1958,98,shape,FALSE,TRUE,America/Los_Angeles,4,98580 98387 98338,1840042075
Fife Heights,Fife Heights,WA,Washington,53053,Pierce,47.2596,-122.346,1919,700,shape,FALSE,FALSE,America/Los_Angeles,3,98422 98424,1840037653
Beacon Hill,Beacon Hill,WA,Washington,53015,Cowlitz,46.177,-122.9235,1903,639,shape,FALSE,FALSE,America/Los_Angeles,3,98626 98632,1840120192
Wilderness Rim,Wilderness Rim,WA,Washington,53033,King,47.4464,-121.769,1898,1177,shape,FALSE,TRUE,America/Los_Angeles,3,98045,1840042145
Freeland,Freeland,WA,Washington,53029,Island,48.0186,-122.5359,1883,187,shape,FALSE,FALSE,America/Los_Angeles,3,98249,1840017317
Amboy,Amboy,WA,Washington,53011,Clark,45.9122,-122.4796,1871,72,shape,FALSE,FALSE,America/Los_Angeles,3,98601 98675,1840017396
Davenport,Davenport,WA,Washington,53043,Lincoln,47.655,-118.1519,1852,428,shape,FALSE,TRUE,America/Los_Angeles,3,99122,1840018404
Coupeville,Coupeville,WA,Washington,53029,Island,48.2172,-122.6775,1850,562,shape,FALSE,TRUE,America/Los_Angeles,3,98239,1840021075
Oroville,Oroville,WA,Washington,53047,Okanogan,48.9419,-119.4305,1842,420,shape,FALSE,TRUE,America/Los_Angeles,3,98844,1840019762
Ritzville,Ritzville,WA,Washington,53001,Adams,47.1253,-118.3809,1823,402,shape,FALSE,TRUE,America/Los_Angeles,3,99169,1840019861
Kitsap Lake,Kitsap Lake,WA,Washington,53035,Kitsap,47.5905,-122.7088,1817,605,shape,FALSE,FALSE,America/Los_Angeles,3,98312,1840037673
Garrett,Garrett,WA,Washington,53071,Walla Walla,46.0608,-118.399,1815,268,shape,FALSE,FALSE,America/Los_Angeles,3,99362,1840017384
Tenino,Tenino,WA,Washington,53067,Thurston,46.8538,-122.8606,1744,462,shape,FALSE,TRUE,America/Los_Angeles,3,98589,1840021144
Millwood,Millwood,WA,Washington,53063,Spokane,47.6856,-117.2806,1742,966,shape,FALSE,TRUE,America/Los_Angeles,3,99206 99212,1840022289
Monroe North,Monroe North,WA,Washington,53061,Snohomish,47.8828,-121.9886,1740,282,shape,FALSE,TRUE,America/Los_Angeles,3,98290 98272,1840042006
Winlock,Winlock,WA,Washington,53041,Lewis,46.4907,-122.9341,1740,519,shape,FALSE,TRUE,America/Los_Angeles,3,98596,1840021164
Yacolt,Yacolt,WA,Washington,53011,Clark,45.8652,-122.4062,1686,1132,shape,FALSE,TRUE,America/Los_Angeles,3,98675,1840022333
Home,Home,WA,Washington,53053,Pierce,47.279,-122.7745,1649,100,shape,FALSE,FALSE,America/Los_Angeles,3,98349,1840023831
South Bend,South Bend,WA,Washington,53049,Pacific,46.6678,-123.8006,1620,381,shape,FALSE,TRUE,America/Los_Angeles,3,98586 98577,1840021161
Nooksack,Nooksack,WA,Washington,53073,Whatcom,48.9276,-122.3186,1594,707,shape,FALSE,TRUE,America/Los_Angeles,3,98247 98276,1840019753
Kettle Falls,Kettle Falls,WA,Washington,53065,Stevens,48.6055,-118.062,1594,568,shape,FALSE,TRUE,America/Los_Angeles,3,99141,1840019764
West Pasco,West Pasco,WA,Washington,53021,Franklin,46.2498,-119.1687,1592,372,shape,FALSE,FALSE,America/Los_Angeles,3,99301,1840037891
Long Beach,Long Beach,WA,Washington,53049,Pacific,46.3558,-124.0556,1576,441,shape,FALSE,TRUE,America/Los_Angeles,3,98631,1840019880
Soap Lake,Soap Lake,WA,Washington,53025,Grant,47.3914,-119.4893,1572,394,shape,FALSE,TRUE,America/Los_Angeles,3,98851,1840021102
Napavine,Napavine,WA,Washington,53041,Lewis,46.5843,-122.9007,1571,209,shape,FALSE,TRUE,America/Los_Angeles,3,98565 98532,1840019884
Anderson Island,Anderson Island,WA,Washington,53053,Pierce,47.1578,-122.7039,1571,76,shape,FALSE,TRUE,America/Los_Angeles,4,98303,1840041888
Purdy,Purdy,WA,Washington,53053,Pierce,47.3934,-122.6117,1531,245,shape,FALSE,FALSE,America/Los_Angeles,3,98332,1840023838
Kayak Point,Kayak Point,WA,Washington,53061,Snohomish,48.1387,-122.3342,1500,105,shape,FALSE,TRUE,America/Los_Angeles,4,98292,1840041938
Waterville,Waterville,WA,Washington,53017,Douglas,47.648,-120.0707,1435,640,shape,FALSE,TRUE,America/Los_Angeles,3,98858,1840022287
Manson,Manson,WA,Washington,53007,Chelan,47.8816,-120.162,1433,441,shape,FALSE,FALSE,America/Los_Angeles,3,98831,1840025246
Ilwaco,Ilwaco,WA,Washington,53049,Pacific,46.31,-124.0417,1431,267,shape,FALSE,TRUE,America/Los_Angeles,3,98624,1840018470
Rocky Point,Rocky Point,WA,Washington,53035,Kitsap,47.5886,-122.6673,1418,768,shape,FALSE,FALSE,America/Los_Angeles,3,98312,1840037507
Stevenson,Stevenson,WA,Washington,53059,Skamania,45.6927,-121.8949,1414,283,shape,FALSE,TRUE,America/Los_Angeles,3,98648,1840021180
Sumas,Sumas,WA,Washington,53073,Whatcom,48.9955,-122.2694,1405,369,shape,FALSE,TRUE,America/Los_Angeles,3,98295,1840021045
